timestamp,gender,age,country,highest level of edu,profession,comorbid,infected,closest covid case,primary source of news ,preferred sm platform,sm activity,covid19 stats,preferred healthcare sys,belief in vaccination,predicted end
04-08-2020 22:49,Male,60,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),Yes,No,Colleague,News apps/ Internet,Whatsapp,5,I am keeping track of real time Covid-19 data,Allopathy,5,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
04-08-2020 22:51,Male,47,India,Master’s degree,Non-healthcare related profession,No,No,Do not personally know anyone who has been infected,News apps/ Internet,Whatsapp,2,I check once a while (weekly/bi-weekly),Homeopathy,4,An effective vaccine will be widely available within 4-6 months
04-08-2020 22:52,Female,41,Outside India,Master’s degree,Non-healthcare related profession,No,No,Do not personally know anyone who has been infected,Social Media,Facebook,4,I check once every few days,Allopathy,4,An effective vaccine will be widely available within 4-6 months
04-08-2020 22:52,Female,52,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),Yes,No,Do not personally know anyone who has been infected,Television,Whatsapp,5,I check every day,Allopathy,5,I do not see an end to this pandemic in the foreseeable future. This virus is here to stay.
04-08-2020 22:52,Male,47,India,Professional degree,Non-healthcare related profession,No,No,Neighbour (within apartment complex or immediate neighbourhood),Newspaper,Other,1,I check every day,Allopathy,5,An effective vaccine will be widely available within 4-6 months
04-08-2020 22:55,Female,29,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),No,No,Do not personally know anyone who has been infected,Television,Instagram,3,I check every day,Allopathy,5,The virus will mutate and become mild or harmless in the next few months
04-08-2020 22:56,Male,79,India,Bachelor’s degree,Currently not working,No,No,Family member but different household,Newspaper,Whatsapp,3,I don't pay attention to numbers,Allopathy,5,The virus will mutate and become mild or harmless in the next few months
04-08-2020 22:56,Female,35,Outside India,Master’s degree,Currently not working,No,No,Do not personally know anyone who has been infected,News apps/ Internet,Other,3,I check once every few days,Allopathy,4,An effective vaccine will be widely available within 4-6 months
04-08-2020 22:59,Male,53,India,Doctorate degree,Healthcare (Doctor/Nurse/Paramedic),No,No,Family member but different household,News apps/ Internet,Other,3,I check every day,Allopathy,1,I do not see an end to this pandemic in the foreseeable future. This virus is here to stay.
04-08-2020 23:00,Female,40,India,Bachelor’s degree,Currently not working,No,No,Do not personally know anyone who has been infected,News apps/ Internet,Whatsapp,3,I don't pay attention to numbers,Allopathy,5,An effective vaccine will be widely available within 4-6 months
04-08-2020 23:02,Female,52,India,Professional degree,Non-healthcare related profession,Yes,No,Colleague,Newspaper,Whatsapp,3,I check every day,Allopathy,3,The virus will mutate and become mild or harmless in the next few months
04-08-2020 23:02,Male,34,India,Master’s degree,Non-healthcare related profession,No,No,Do not personally know anyone who has been infected,Social Media,Facebook,4,I check every day,Allopathy,4,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
04-08-2020 23:03,Male,39,India,Professional degree,Non-healthcare related profession,No,No,Do not personally know anyone who has been infected,Television,Facebook,5,I check every day,Other,4,The virus will mutate and become mild or harmless in the next few months
04-08-2020 23:04,Male,52,India,Bachelor’s degree,Non-healthcare related profession,Yes,No,Neighbour (within apartment complex or immediate neighbourhood),Newspaper,Whatsapp,3,I check every day,Allopathy,5,An effective vaccine will be widely available within 4-6 months
04-08-2020 23:05,Female,37,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),No,No,Do not personally know anyone who has been infected,News apps/ Internet,Whatsapp,4,I check every day,Homeopathy,4,The virus will mutate and become mild or harmless in the next few months
04-08-2020 23:06,Male,42,India,Master’s degree,Non-healthcare related profession,No,No,Neighbour (within apartment complex or immediate neighbourhood),News apps/ Internet,Whatsapp,4,I check once every few days,Homeopathy,5,An effective vaccine will be widely available within 4-6 months
04-08-2020 23:08,Male,43,India,Doctorate degree,Healthcare (Doctor/Nurse/Paramedic),Yes,No,Family member but different household,Other,Whatsapp,3,I check once every few days,Allopathy,5,I do not see an end to this pandemic in the foreseeable future. This virus is here to stay.
04-08-2020 23:08,Male,48,India,Professional degree,Non-healthcare related profession,No,No,Neighbour (within apartment complex or immediate neighbourhood),Television,Whatsapp,5,I am keeping track of real time Covid-19 data,Allopathy,5,An effective vaccine will be widely available within 4-6 months
04-08-2020 23:09,Male,34,India,Master’s degree,Non-healthcare related profession,No,No,Do not personally know anyone who has been infected,Social Media,Facebook,4,I check every day,Allopathy,4,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
04-08-2020 23:10,Female,54,Outside India,Bachelor’s degree,Healthcare (Doctor/Nurse/Paramedic),No,No,Do not personally know anyone who has been infected,News apps/ Internet,Other,3,I check every day,Allopathy,4,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
04-08-2020 23:10,Male,52,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),No,No,Family member but different household,Social Media,Whatsapp,5,I check every day,Allopathy,5,"With intermittent lockdown and releases, this virus will linger on it its current form for the next 1-2 years"
04-08-2020 23:10,Female,39,India,Master’s degree,Currently not working,No,No,Do not personally know anyone who has been infected,Television,Whatsapp,3,I check every day,Allopathy,4,An effective vaccine will be widely available within 4-6 months
04-08-2020 23:12,Female,29,India,Bachelor’s degree,Currently not working,No,No,Family member but different household,Television,Other,3,I check every day,Home Remedies,5,I do not see an end to this pandemic in the foreseeable future. This virus is here to stay.
04-08-2020 23:13,Female,54,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),No,No,Colleague,Other,Other,1,I check once a while (weekly/bi-weekly),Allopathy,2,"With intermittent lockdown and releases, this virus will linger on it its current form for the next 1-2 years"
04-08-2020 23:13,Female,29,India,Master’s degree,Healthcare (Doctor/Nurse/Paramedic),Yes,No,Colleague,Other,Whatsapp,3,I check every day,Allopathy,5,An effective vaccine will be widely available within 4-6 months
04-08-2020 23:13,Female,40,India,Professional degree,Currently not working,Yes,No,Neighbour (within apartment complex or immediate neighbourhood),Television,Whatsapp,2,I check once a while (weekly/bi-weekly),Allopathy,5,The virus will mutate and become mild or harmless in the next few months
04-08-2020 23:14,Female,45,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),Yes,No,Family member but different household,News apps/ Internet,Whatsapp,3,I check once every few days,Allopathy,4,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
04-08-2020 23:15,Female,34,India,Bachelor’s degree,Currently not working,No,No,Neighbour (within apartment complex or immediate neighbourhood),Social Media,Facebook,3,I check every day,Ayurveda,4,An effective vaccine will be widely available within 4-6 months
04-08-2020 23:16,Male,52,Outside India,Master’s degree,Healthcare (Doctor/Nurse/Paramedic),Yes,No,Family member but different household,Other,Whatsapp,3,I check once a while (weekly/bi-weekly),Allopathy,4,I do not see an end to this pandemic in the foreseeable future. This virus is here to stay.
04-08-2020 23:18,Male,46,India,Professional degree,Non-healthcare related profession,No,No,Neighbour (within apartment complex or immediate neighbourhood),Television,Facebook,3,I check every day,Allopathy,4,The virus will mutate and become mild or harmless in the next few months
04-08-2020 23:17,Female,42,India,Bachelor’s degree,Currently not working,No,No,Do not personally know anyone who has been infected,Television,Whatsapp,3,I check once every few days,Allopathy,3,An effective vaccine will be widely available within 4-6 months
04-08-2020 23:19,Male,40,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),Yes,No,Do not personally know anyone who has been infected,Social Media,Whatsapp,3,I check every day,Allopathy,5,"With intermittent lockdown and releases, this virus will linger on it its current form for the next 1-2 years"
04-08-2020 23:20,Male,50,India,Professional degree,Healthcare (Doctor/Nurse/Paramedic),Yes,No,Colleague,Social Media,Whatsapp,5,I am keeping track of real time Covid-19 data,Allopathy,5,An effective vaccine will be widely available within 4-6 months
04-08-2020 23:21,Female,39,India,Bachelor’s degree,Non-healthcare related profession,No,No,Do not personally know anyone who has been infected,Newspaper,Whatsapp,3,I check every day,Allopathy,5,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
04-08-2020 23:23,Male,61,India,Master’s degree,"Healthcare related (Pharmaceuticals/Biotechnology/Biomedical Engineering, etc)",Yes,No,Do not personally know anyone who has been infected,Newspaper,Other,5,I check every day,Ayurveda,3,The virus will mutate and become mild or harmless in the next few months
04-08-2020 23:23,Female,48,India,Professional degree,Non-healthcare related profession,Yes,No,Do not personally know anyone who has been infected,Social Media,Facebook,3,I check every day,Allopathy,4,"Without further lockdown, this virus will spread rapidly in the next 2-4 months to infect most of the population causing herd immunity"
04-08-2020 23:26,Male,36,India,Master’s degree,"Healthcare related (Pharmaceuticals/Biotechnology/Biomedical Engineering, etc)",No,No,Do not personally know anyone who has been infected,Social Media,Whatsapp,3,I check once every few days,Other,2,I do not see an end to this pandemic in the foreseeable future. This virus is here to stay.
04-08-2020 23:27,Female,36,India,Master’s degree,Non-healthcare related profession,Yes,No,Do not personally know anyone who has been infected,News apps/ Internet,Whatsapp,5,I check every day,Ayurveda,5,I do not see an end to this pandemic in the foreseeable future. This virus is here to stay.
